game_idx,global_step,opponent,win,rolling,shift_idx,games_since_shift
164,36228,corner,1,0.9700,-1,0
165,36377,corner,1,0.9700,-1,0
166,36724,corner,1,0.9700,-1,0
167,36887,corner,1,0.9700,-1,0
168,36989,corner,0,0.9600,-1,0
169,37143,corner,1,0.9600,-1,0
170,37290,corner,1,0.9700,-1,0
171,37451,corner,1,0.9700,-1,0
172,37612,corner,1,0.9700,-1,0
173,37926,corner,1,0.9700,-1,0
174,38105,corner,1,0.9700,-1,0
175,38262,corner,1,0.9700,-1,0
176,38380,corner,1,0.9700,-1,0
177,38575,corner,1,0.9700,-1,0
178,38757,corner,1,0.9700,-1,0
179,38920,corner,1,0.9700,-1,0
180,39102,corner,1,0.9700,-1,0
181,39308,corner,1,0.9700,-1,0
182,39460,corner,1,0.9700,-1,0
183,39607,corner,1,0.9700,-1,0
184,39759,corner,1,0.9700,-1,0
185,39915,corner,1,0.9700,-1,0
186,40080,corner,1,0.9700,-1,0
187,40241,corner,1,0.9700,-1,0
188,40412,corner,1,0.9700,-1,0
189,40586,corner,1,0.9700,-1,0
190,40732,corner,1,0.9700,-1,0
191,40911,corner,1,0.9700,-1,0
192,41066,corner,1,0.9700,-1,0
193,41234,corner,1,0.9700,-1,0
194,41409,corner,1,0.9700,-1,0
195,41575,corner,1,0.9700,-1,0
196,41700,corner,1,0.9700,-1,0
197,41873,corner,1,0.9700,-1,0
198,42209,corner,1,0.9700,-1,0
199,42379,corner,1,0.9700,-1,0
200,42496,corner,1,0.9700,-1,0
201,42657,corner,1,0.9700,-1,0
202,42817,corner,1,0.9700,-1,0
203,43165,corner,1,0.9700,-1,0
204,43325,corner,1,0.9700,-1,0
205,43539,corner,1,0.9700,-1,0
206,43705,corner,1,0.9700,-1,0
207,43885,corner,1,0.9700,-1,0
208,44123,corner,1,0.9700,-1,0
209,44468,corner,1,0.9700,-1,0
210,44970,corner,1,0.9700,-1,0
211,45127,corner,1,0.9700,-1,0
212,45306,corner,1,0.9700,-1,0
213,45447,corner,1,0.9700,-1,0
214,45638,corner,1,0.9700,-1,0
215,45846,corner,1,0.9700,-1,0
216,45992,corner,1,0.9700,-1,0
217,46170,corner,1,0.9700,-1,0
218,46404,corner,1,0.9700,-1,0
219,46566,corner,1,0.9700,-1,0
220,46742,corner,1,0.9700,-1,0
221,46932,corner,1,0.9700,-1,0
222,47263,corner,1,0.9700,-1,0
223,47407,corner,1,0.9700,-1,0
224,47631,corner,1,0.9800,-1,0
225,47811,corner,1,0.9800,-1,0
226,48013,corner,1,0.9800,-1,0
227,48157,corner,1,0.9900,-1,0
228,48328,corner,1,0.9900,-1,0
229,48461,corner,1,0.9900,-1,0
230,48638,corner,1,0.9900,-1,0
231,48825,corner,1,0.9900,-1,0
232,49170,corner,1,0.9900,-1,0
233,49275,corner,0,0.9800,-1,0
234,49474,corner,1,0.9800,-1,0
235,49587,corner,1,0.9800,-1,0
236,49729,corner,1,0.9800,-1,0
237,50011,corner,1,0.9800,-1,0
238,50177,corner,1,0.9800,-1,0
239,50328,corner,1,0.9800,-1,0
240,50496,corner,1,0.9800,-1,0
241,50632,corner,1,0.9800,-1,0
242,50844,corner,1,0.9800,-1,0
243,51053,corner,1,0.9800,-1,0
244,51221,corner,1,0.9800,-1,0
245,51372,corner,1,0.9800,-1,0
246,51692,corner,1,0.9800,-1,0
247,52355,corner,1,0.9800,-1,0
248,52565,corner,1,0.9800,-1,0
249,52718,corner,1,0.9800,-1,0
250,52866,corner,1,0.9800,-1,0
251,53151,corner,1,0.9800,-1,0
252,53342,corner,1,0.9800,-1,0
253,53493,corner,1,0.9800,-1,0
254,53682,corner,1,0.9800,-1,0
255,54127,corner,1,0.9800,-1,0
256,54472,corner,1,0.9800,-1,0
257,54812,corner,1,0.9800,-1,0
258,54964,corner,1,0.9800,-1,0
259,55122,corner,1,0.9800,-1,0
260,55284,corner,1,0.9800,-1,0
261,55442,corner,1,0.9800,-1,0
262,55626,corner,1,0.9800,-1,0
263,56026,corner,1,0.9800,-1,0
264,56259,corner,1,0.9800,-1,0
265,56429,corner,1,0.9800,-1,0
266,56576,corner,1,0.9800,-1,0
267,56683,corner,1,0.9800,-1,0
268,56895,corner,1,0.9900,-1,0
269,57045,corner,1,0.9900,-1,0
270,57214,corner,1,0.9900,-1,0
271,57379,corner,1,0.9900,-1,0
272,57508,corner,1,0.9900,-1,0
273,57737,corner,1,0.9900,-1,0
274,57905,corner,1,0.9900,-1,0
275,58075,corner,1,0.9900,-1,0
276,58231,corner,1,0.9900,-1,0
277,58395,corner,1,0.9900,-1,0
278,58558,corner,1,0.9900,-1,0
279,58746,corner,1,0.9900,-1,0
280,59078,corner,1,0.9900,-1,0
281,59396,corner,1,0.9900,-1,0
282,59609,corner,1,0.9900,-1,0
283,59746,corner,1,0.9900,-1,0
284,59914,corner,1,0.9900,-1,0
285,60097,corner,1,0.9900,-1,0
286,60407,corner,1,0.9900,-1,0
287,60581,corner,1,0.9900,-1,0
288,60763,corner,1,0.9900,-1,0
289,60901,corner,1,0.9900,-1,0
290,61255,corner,1,0.9900,-1,0
291,61567,corner,1,0.9900,-1,0
292,61722,corner,1,0.9900,-1,0
293,61875,corner,1,0.9900,-1,0
294,62956,corner,1,0.9900,-1,0
295,63112,corner,1,0.9900,-1,0
296,63281,corner,1,0.9900,-1,0
297,63427,corner,1,0.9900,-1,0
298,63614,corner,1,0.9900,-1,0
299,63779,corner,1,0.9900,-1,0
300,63969,corner,1,0.9900,-1,0
301,64121,corner,1,0.9900,-1,0
302,64279,corner,1,0.9900,-1,0
303,64406,corner,1,0.9900,-1,0
304,64664,corner,1,0.9900,-1,0
305,64821,corner,1,0.9900,-1,0
306,65025,corner,1,0.9900,-1,0
307,65176,corner,1,0.9900,-1,0
308,65364,corner,1,0.9900,-1,0
309,65543,corner,1,0.9900,-1,0
310,65654,corner,0,0.9800,-1,0
311,65989,corner,1,0.9800,-1,0
312,66139,corner,1,0.9800,-1,0
313,66273,corner,1,0.9800,-1,0
314,66439,corner,1,0.9800,-1,0
315,66642,corner,1,0.9800,-1,0
316,66815,corner,1,0.9800,-1,0
317,66924,corner,0,0.9700,-1,0
318,67106,corner,1,0.9700,-1,0
319,67278,corner,1,0.9700,-1,0
320,67383,corner,1,0.9700,-1,0
321,67486,corner,0,0.9600,-1,0
322,67651,corner,1,0.9600,-1,0
323,67800,corner,1,0.9600,-1,0
324,67959,corner,1,0.9600,-1,0
325,68125,corner,1,0.9600,-1,0
326,68262,corner,1,0.9600,-1,0
327,68395,corner,1,0.9600,-1,0
328,68564,corner,1,0.9600,-1,0
329,68690,corner,0,0.9500,-1,0
330,68876,corner,1,0.9500,-1,0
331,69024,corner,1,0.9500,-1,0
332,69169,corner,1,0.9500,-1,0
333,69330,corner,1,0.9600,-1,0
334,69496,corner,1,0.9600,-1,0
335,69619,corner,1,0.9600,-1,0
336,70100,corner,1,0.9600,-1,0
337,70268,corner,1,0.9600,-1,0
338,70418,corner,1,0.9600,-1,0
339,70569,corner,1,0.9600,-1,0
340,70760,corner,1,0.9600,-1,0
341,70921,corner,1,0.9600,-1,0
342,71144,corner,1,0.9600,-1,0
343,71337,corner,1,0.9600,-1,0
344,71437,corner,0,0.9500,-1,0
345,71598,corner,1,0.9500,-1,0
346,71923,corner,1,0.9500,-1,0
347,72315,corner,1,0.9500,-1,0
348,72519,corner,1,0.9500,-1,0
349,72714,corner,1,0.9500,-1,0
350,72929,corner,1,0.9500,-1,0
351,73078,corner,1,0.9500,-1,0
352,73383,corner,1,0.9500,-1,0
353,73559,corner,1,0.9500,-1,0
354,73742,corner,1,0.9500,-1,0
355,73842,corner,0,0.9400,-1,0
356,74019,corner,1,0.9400,-1,0
357,74127,corner,0,0.9300,-1,0
358,74299,corner,1,0.9300,-1,0
359,74436,corner,1,0.9300,-1,0
360,74635,corner,1,0.9300,-1,0
361,74745,corner,1,0.9300,-1,0
362,75089,corner,1,0.9300,-1,0
363,75422,corner,1,0.9300,-1,0
364,75532,corner,0,0.9200,-1,0
365,75688,corner,1,0.9200,-1,0
366,75833,corner,1,0.9200,-1,0
367,76074,corner,1,0.9200,-1,0
368,76213,corner,1,0.9200,-1,0
369,76365,corner,1,0.9200,-1,0
370,76535,corner,1,0.9200,-1,0
371,76757,corner,1,0.9200,-1,0
372,76928,corner,1,0.9200,-1,0
373,77080,corner,1,0.9200,-1,0
374,77274,corner,1,0.9200,-1,0
375,77478,corner,1,0.9200,-1,0
376,77632,corner,1,0.9200,-1,0
377,77777,corner,1,0.9200,-1,0
378,77942,corner,1,0.9200,-1,0
379,78086,corner,1,0.9200,-1,0
380,78193,corner,1,0.9200,-1,0
381,78354,corner,1,0.9200,-1,0
382,78524,corner,1,0.9200,-1,0
383,78682,corner,1,0.9200,-1,0
384,78823,corner,1,0.9200,-1,0
385,78974,corner,1,0.9200,-1,0
386,79131,corner,1,0.9200,-1,0
387,79282,corner,1,0.9200,-1,0
388,79473,corner,1,0.9200,-1,0
389,79735,corner,1,0.9200,-1,0
390,79872,corner,1,0.9200,-1,0
391,80039,corner,1,0.9200,-1,0
392,80215,corner,1,0.9200,-1,0
393,80356,corner,1,0.9200,-1,0
394,80544,corner,1,0.9200,-1,0
395,80935,corner,1,0.9200,-1,0
396,81081,corner,1,0.9200,-1,0
397,81264,corner,1,0.9200,-1,0
398,81440,corner,1,0.9200,-1,0
399,81785,corner,1,0.9200,-1,0
400,82000,corner,1,0.9200,-1,0
401,82111,corner,0,0.9100,-1,0
402,82260,corner,1,0.9100,-1,0
403,82403,corner,1,0.9100,-1,0
404,82546,corner,1,0.9100,-1,0
405,82700,corner,1,0.9100,-1,0
406,82889,corner,1,0.9100,-1,0
407,83039,corner,1,0.9100,-1,0
408,83233,corner,1,0.9100,-1,0
409,83429,corner,1,0.9100,-1,0
410,83766,corner,1,0.9200,-1,0
411,83869,corner,0,0.9100,-1,0
412,84014,corner,1,0.9100,-1,0
413,84177,corner,1,0.9100,-1,0
414,84393,corner,1,0.9100,-1,0
415,84599,corner,1,0.9100,-1,0
416,84760,corner,1,0.9100,-1,0
417,84936,corner,1,0.9200,-1,0
418,85132,corner,1,0.9200,-1,0
419,85273,corner,1,0.9200,-1,0
420,85513,corner,1,0.9200,-1,0
421,85685,corner,1,0.9300,-1,0
422,85848,corner,1,0.9300,-1,0
423,85995,corner,1,0.9300,-1,0
424,86152,corner,1,0.9300,-1,0
425,86329,corner,1,0.9300,-1,0
426,86496,corner,1,0.9300,-1,0
427,86676,corner,1,0.9300,-1,0
428,86911,corner,1,0.9300,-1,0
429,87061,corner,1,0.9400,-1,0
430,87205,corner,1,0.9400,-1,0
431,87397,corner,1,0.9400,-1,0
432,87543,corner,1,0.9400,-1,0
433,87641,corner,0,0.9300,-1,0
434,87822,corner,1,0.9300,-1,0
435,87994,corner,0,0.9200,-1,0
436,88286,corner,1,0.9200,-1,0
437,88444,corner,1,0.9200,-1,0
438,88618,corner,1,0.9200,-1,0
439,88779,corner,1,0.9200,-1,0
440,89125,corner,1,0.9200,-1,0
441,89548,corner,1,0.9200,-1,0
442,89736,corner,1,0.9200,-1,0
443,89873,corner,1,0.9200,-1,0
444,89978,corner,0,0.9200,-1,0
445,90172,corner,1,0.9200,-1,0
446,90323,corner,1,0.9200,-1,0
447,90507,corner,1,0.9200,-1,0
448,90664,corner,1,0.9200,-1,0
449,90819,corner,1,0.9200,-1,0
450,91079,corner,1,0.9200,-1,0
451,91230,corner,1,0.9200,-1,0
452,91386,corner,1,0.9200,-1,0
453,91576,corner,1,0.9200,-1,0
454,91724,corner,1,0.9200,-1,0
455,91873,corner,1,0.9300,-1,0
456,92491,corner,1,0.9300,-1,0
457,92774,corner,1,0.9400,-1,0
458,92924,corner,1,0.9400,-1,0
459,93116,corner,1,0.9400,-1,0
460,93289,corner,1,0.9400,-1,0
461,93464,corner,1,0.9400,-1,0
462,93636,corner,1,0.9400,-1,0
463,93888,corner,1,0.9400,-1,0
464,94404,corner,1,0.9500,-1,0
465,94547,corner,1,0.9500,-1,0
466,94742,corner,1,0.9500,-1,0
467,95081,corner,1,0.9500,-1,0
468,95180,corner,1,0.9500,-1,0
469,95346,corner,1,0.9500,-1,0
470,95455,corner,0,0.9400,-1,0
471,95607,corner,1,0.9400,-1,0
472,95747,corner,1,0.9400,-1,0
473,95895,corner,1,0.9400,-1,0
474,96054,corner,1,0.9400,-1,0
475,96208,corner,1,0.9400,-1,0
476,96351,corner,1,0.9400,-1,0
477,96661,corner,1,0.9400,-1,0
478,97219,corner,1,0.9400,-1,0
479,97504,corner,0,0.9300,-1,0
480,97696,corner,1,0.9300,-1,0
481,97871,corner,1,0.9300,-1,0
482,98036,corner,1,0.9300,-1,0
483,98177,corner,1,0.9300,-1,0
484,98317,corner,1,0.9300,-1,0
485,98468,corner,1,0.9300,-1,0
486,98633,corner,1,0.9300,-1,0
487,98754,corner,1,0.9300,-1,0
488,99075,corner,1,0.9300,-1,0
489,99256,corner,1,0.9300,-1,0
490,99609,corner,1,0.9300,-1,0
491,99755,corner,1,0.9300,-1,0
492,99914,corner,1,0.9300,-1,0
493,100023,corner,1,0.9300,-1,0
494,100133,corner,0,0.9200,-1,0
495,100331,corner,1,0.9200,-1,0
496,100513,corner,1,0.9200,-1,0
497,100687,corner,1,0.9200,-1,0
498,101067,corner,1,0.9200,-1,0
499,101210,corner,1,0.9200,-1,0
500,101379,corner,1,0.9200,-1,0
501,101720,corner,1,0.9300,-1,0
502,101882,corner,1,0.9300,-1,0
503,102040,corner,1,0.9300,-1,0
504,102212,corner,1,0.9300,-1,0
505,102351,corner,1,0.9300,-1,0
506,102502,corner,1,0.9300,-1,0
507,102706,corner,1,0.9300,-1,0
508,102855,corner,1,0.9300,-1,0
509,103010,corner,1,0.9300,-1,0
510,103146,corner,1,0.9300,-1,0
511,103321,corner,1,0.9400,-1,0
512,103462,corner,1,0.9400,-1,0
513,103612,corner,1,0.9400,-1,0
514,103788,corner,1,0.9400,-1,0
515,103930,corner,1,0.9400,-1,0
516,104103,corner,1,0.9400,-1,0
517,104236,corner,1,0.9400,-1,0
518,104400,corner,1,0.9400,-1,0
519,104515,corner,1,0.9400,-1,0
520,104846,corner,1,0.9400,-1,0
521,105020,corner,1,0.9400,-1,0
522,105350,corner,1,0.9400,-1,0
523,105570,corner,1,0.9400,-1,0
524,105729,corner,1,0.9400,-1,0
525,105910,corner,1,0.9400,-1,0
526,106077,corner,1,0.9400,-1,0
527,106223,corner,1,0.9400,-1,0
528,106525,corner,1,0.9400,-1,0
529,106708,corner,1,0.9400,-1,0
530,106967,corner,1,0.9400,-1,0
531,107123,corner,1,0.9400,-1,0
532,107268,corner,1,0.9400,-1,0
533,107415,corner,1,0.9500,-1,0
534,107582,corner,1,0.9500,-1,0
535,107823,corner,1,0.9600,-1,0
536,107996,corner,1,0.9600,-1,0
537,108123,corner,1,0.9600,-1,0
538,108266,corner,1,0.9600,-1,0
539,108424,corner,1,0.9600,-1,0
540,108582,corner,1,0.9600,-1,0
541,108761,corner,1,0.9600,-1,0
542,109107,corner,1,0.9600,-1,0
543,109265,corner,1,0.9600,-1,0
544,109373,corner,0,0.9600,-1,0
545,109531,corner,1,0.9600,-1,0
546,109712,corner,1,0.9600,-1,0
547,109867,corner,1,0.9600,-1,0
548,110010,corner,1,0.9600,-1,0
549,110154,corner,1,0.9600,-1,0
550,110296,corner,1,0.9600,-1,0
551,110442,corner,1,0.9600,-1,0
552,110595,corner,1,0.9600,-1,0
553,111947,corner,1,0.9600,-1,0
554,112104,corner,1,0.9600,-1,0
555,112275,corner,1,0.9600,-1,0
556,112454,corner,1,0.9600,-1,0
557,112651,corner,1,0.9600,-1,0
558,112832,corner,1,0.9600,-1,0
559,112993,corner,1,0.9600,-1,0
560,113163,corner,1,0.9600,-1,0
561,113653,corner,1,0.9600,-1,0
562,113759,corner,1,0.9600,-1,0
563,113912,corner,1,0.9600,-1,0
564,114047,corner,1,0.9600,-1,0
565,114213,corner,1,0.9600,-1,0
566,114323,corner,0,0.9500,-1,0
567,114621,corner,1,0.9500,-1,0
568,114807,corner,1,0.9500,-1,0
569,115002,corner,1,0.9500,-1,0
570,115199,corner,1,0.9600,-1,0
571,115387,corner,1,0.9600,-1,0
572,115598,corner,1,0.9600,-1,0
573,115746,corner,1,0.9600,-1,0
574,115891,corner,1,0.9600,-1,0
575,116038,corner,1,0.9600,-1,0
576,116206,corner,1,0.9600,-1,0
577,116342,corner,1,0.9600,-1,0
578,116494,corner,1,0.9600,-1,0
579,116678,corner,1,0.9700,-1,0
580,116848,corner,1,0.9700,-1,0
581,117010,corner,1,0.9700,-1,0
582,117172,corner,1,0.9700,-1,0
583,117358,corner,1,0.9700,-1,0
584,117528,corner,1,0.9700,-1,0
585,117667,corner,1,0.9700,-1,0
586,117841,corner,1,0.9700,-1,0
587,118102,corner,1,0.9700,-1,0
588,118263,corner,1,0.9700,-1,0
589,118418,corner,1,0.9700,-1,0
590,118586,corner,1,0.9700,-1,0
591,118921,corner,1,0.9700,-1,0
592,119118,corner,1,0.9700,-1,0
593,119423,corner,1,0.9700,-1,0
594,119576,corner,1,0.9800,-1,0
595,119783,corner,1,0.9800,-1,0
596,119950,corner,1,0.9800,-1,0
597,120126,corner,1,0.9800,-1,0
598,120320,corner,1,0.9800,-1,0
599,120489,corner,1,0.9800,-1,0
600,120650,corner,1,0.9800,-1,0
601,120861,corner,1,0.9800,-1,0
602,120969,corner,0,0.9700,-1,0
603,121120,corner,1,0.9700,-1,0
604,121227,corner,1,0.9700,-1,0
605,121371,corner,1,0.9700,-1,0
606,121541,corner,1,0.9700,-1,0
607,121750,corner,1,0.9700,-1,0
608,121946,corner,1,0.9700,-1,0
609,122056,corner,1,0.9700,-1,0
610,122372,corner,1,0.9700,-1,0
611,122526,corner,1,0.9700,-1,0
612,122979,corner,1,0.9700,-1,0
613,123149,corner,1,0.9700,-1,0
614,123389,corner,1,0.9700,-1,0
615,123564,corner,1,0.9700,-1,0
616,123735,corner,1,0.9700,-1,0
617,123929,corner,1,0.9700,-1,0
618,124096,corner,1,0.9700,-1,0
619,124257,corner,1,0.9700,-1,0
620,124389,corner,1,0.9700,-1,0
621,124528,corner,1,0.9700,-1,0
622,124683,corner,1,0.9700,-1,0
623,124868,corner,1,0.9700,-1,0
624,125133,corner,1,0.9700,-1,0
625,125284,corner,1,0.9700,-1,0
626,125396,corner,1,0.9700,-1,0
627,125601,corner,1,0.9700,-1,0
628,125751,corner,1,0.9700,-1,0
629,125920,corner,1,0.9700,-1,0
630,126064,corner,1,0.9700,-1,0
631,126223,corner,1,0.9700,-1,0
632,126375,corner,1,0.9700,-1,0
633,126598,corner,1,0.9700,-1,0
634,126777,corner,1,0.9700,-1,0
635,126915,corner,1,0.9700,-1,0
636,127065,corner,1,0.9700,-1,0
637,127273,corner,1,0.9700,-1,0
638,127416,corner,1,0.9700,-1,0
639,127651,corner,1,0.9700,-1,0
640,127824,corner,1,0.9700,-1,0
641,127975,corner,1,0.9700,-1,0
642,128194,corner,1,0.9700,-1,0
643,128358,corner,1,0.9700,-1,0
644,128474,corner,1,0.9800,-1,0
645,128697,corner,1,0.9800,-1,0
646,128844,corner,1,0.9800,-1,0
647,129008,corner,1,0.9800,-1,0
648,129175,corner,1,0.9800,-1,0
649,129328,corner,1,0.9800,-1,0
650,129494,corner,1,0.9800,-1,0
651,129643,corner,1,0.9800,-1,0
652,129805,corner,1,0.9800,-1,0
653,129992,corner,1,0.9800,-1,0
654,130171,corner,1,0.9800,-1,0
655,130319,corner,1,0.9800,-1,0
656,130548,corner,1,0.9800,-1,0
657,130715,corner,1,0.9800,-1,0
658,130869,corner,1,0.9800,-1,0
659,131040,corner,1,0.9800,-1,0
660,131197,corner,1,0.9800,-1,0
661,131354,corner,1,0.9800,-1,0
662,131496,corner,1,0.9800,-1,0
663,131649,corner,1,0.9800,-1,0
664,131843,corner,1,0.9800,-1,0
665,132006,corner,1,0.9800,-1,0
666,132189,corner,1,0.9900,-1,0
667,132416,corner,1,0.9900,-1,0
668,132567,corner,1,0.9900,-1,0
669,132718,corner,1,0.9900,-1,0
670,132906,corner,1,0.9900,-1,0
671,133076,corner,1,0.9900,-1,0
672,133334,corner,1,0.9900,-1,0
673,133484,corner,1,0.9900,-1,0
674,133629,corner,1,0.9900,-1,0
675,133778,corner,1,0.9900,-1,0
676,133945,corner,1,0.9900,-1,0
677,134095,corner,1,0.9900,-1,0
678,134254,corner,1,0.9900,-1,0
679,134394,corner,1,0.9900,-1,0
680,134539,corner,1,0.9900,-1,0
681,134699,corner,1,0.9900,-1,0
682,134846,corner,1,0.9900,-1,0
683,135017,corner,1,0.9900,-1,0
684,135165,corner,1,0.9900,-1,0
685,135302,corner,1,0.9900,-1,0
686,135478,corner,1,0.9900,-1,0
687,135638,corner,1,0.9900,-1,0
688,135797,corner,1,0.9900,-1,0
689,135940,corner,1,0.9900,-1,0
690,136259,corner,1,0.9900,-1,0
691,136366,corner,0,0.9800,-1,0
692,136548,corner,1,0.9800,-1,0
693,136686,corner,1,0.9800,-1,0
694,136833,corner,1,0.9800,-1,0
695,136986,corner,1,0.9800,-1,0
696,137092,corner,0,0.9700,-1,0
